Title,Question,Response
nem bejegyzett élettársi kapcsolatban szerzett lakást kell e osztozni ?,"Párommal 5 éve 10 hónapja élünk együtt. Közös gyerekünkkel volt terhes, amikor 4 éve 7 hónapja saját jövedelemből (neki nem volt jövedelme, csak együttélésünk utolsó évében) lakást vásároltam csak az én nevemre. Kapcsolatunk megromlott, elköltözött. Követelhet e részt a lakásból? Ha nem tudom fizetni a gyerektartást, ráterhelhetik a lakásomra?","Kedves Kérdező!
Fontos megjegyezni hogy a ptk 6.516. § alapján önálló vagyonszerzők életközöség fonalasakor, viszont bármelyik házastárs követelheti a másik vagyon szaporulatát.
Vagyonszaporulat: vagyonszaporulat megosztása során változatlanul irányadó, hogy a szerzésben való közreműködés határozza meg a felek részesedését, azzal, hogy a háztartási munka mellett a gyermeknevelésben, valamint a másik fél vállalkozásában végzett munkát is a szerzésben való közreműködésnek kell tekinteni.
Ha ön nem fizeti a gyerektartást, akkor, mint tartozás rá lehet terhelni az ingatlanra.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Követelés esetén, ha nem lehet felszámolási eljárást indítani önkormányzat ellen akkor hogyan hajtható be a tartozásuk?","Követelés esetén, ha nem lehet felszámolási eljárást indítani önkormányzat ellen akkor hogyan hajtható be a tartozásuk?","Kedves kérdező!
1996. évi XXV. törvény a helyi önkormányzatok adósságrendezési eljárásáról
§E törvény célja, hogy szabályozza a helyi önkormányzatok fizetőképességének helyreállítására irányuló adósságrendezési eljárást, ennek során a hitelezőknek hatékony jogvédelmet biztosítson, és az eljárás eredményeképpen pedig elősegítse a helyi önkormányzatok átgondolt, felelősségteljes gazdálkodását.
4. §(1) Az adósságrendezési eljárást a helyi önkormányzat, továbbá annak hitelezője kezdeményezheti. Az eljárás kezdő időpontja az a nap, amelyen a kérelem a bírósághoz érkezik.
Tisztelt Kérdező remélem megfelel a válaszom, ha van még kérdése nyugatan kérdezzen.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Rossz minőségű terméket forgalomba hozatala,Milyen jogszabály alapján fognak eljárni ha 150e forint értékben hozok forgalomba rossz minőségű terméket és mi a várható büntetés?,"Kedves Kérdező!
Akkor Ön hibásan teljesít és Ön Termékszavatoság és Ptk 6:68 jótálásra is köteles lehet Ptk 6:171. §.
Tehát pereskedés is lehet belőle nem javasolnám a rósz minőségű termék forgalomba hozatalát.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Jogi eljárás,"T.cím!Ha a menyem ki akar költözni külföldre a kislány unokámmal, kell a fiam engedélye a kislànyhoz?A fiú unokámmal rossz a kapcsolata a menyemnek, őt nem vinné magával.Albérletben laknak, amit fiam fizet. Fiam Németországban dolgozik, ritkán jön haza.Én nem tudom a fiú unokámat. magamhoz venni 70 éves elmúltak.Mi a teendő ilyenkor? Köszönöm","Kedves Kérdező!
Ha közösen gyakorolják a szülői felügyeleti jogot akkor kell az apa hozzá járulása is.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Ha engem kitagadnak, akkor a gyermekem örökölhet e?","Üdvözlöm!Kerekes Krisztián vagyok öcsödről!Egy kérdéssel fordulok Önhöz!Nagyapám 2017-ben elhunyt!Hanyatlott tudatállapotban és befolyásoltság alatt édesanyámat és engem, mint unokát kitagadott az örökségből és így csak a másik-már elhunyt gyermekének a gyerekei, azaz unokái örököltek!Nekem van egy lányom, aki az elhunyt dédunokája és őt nem tagadta ki a dédnagyapja! Kérdésem az, hogy miért csak a másik két unoka örökölt és az én lányom miért nem? A hagyatéki tárgyaláson meg sem említették, hogy a lányom is létezik!","Kedves Kérdező!
A kitagadás relatív hatályú a lányának is örökölni kéne, ha törvényes öröklés lenne, viszont önök szerintem a köteles részre igényt tarthatnak csak a Ptk által szigorú feltételek esetén lehet végleg valakit kitagadni. Ha örökhagyó után végintézkedés van azt kell alapul venni.
A köteles részre akkor is igényt lehet tartani kivéve aki érdemtelen. A Ptk 7:75. § alapján a kitagadási okok Ptk 7:78. § szabályozza.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Ha engem kitagadnak az örökségből, attól a gyermekem örököl-e?","Üdvözletem! Kérdezni szeretném, hogy a feltett kérdésemre mikorra várhatok választ? köszönöm! Üdvözlettel: Kerekes Krisztián","Kedves Kérdező!
A gyermek örököl mert a kitagadás relatív hatályú.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Szomszédi viszony,"Tisztelt Jogikérdések szerkesztője!Tegnapi történet:Társas házban lakom 4. emelet, a házból (látásból ismerem) reggel becsöngetett az egyik lakó, hogy szeretne megkérni , hogy kapcsoljuk le a világítást este 10 után(már karácsonyra tettünk fel a szobába világító díszeket), mert és itt jön a lényeg!! az édesanyja nem tud aludni a világítástól. Az édesanyja a szemben levő háztömbben lakik egy utca van a két ház között.Szólni sem tudtam mit a döbbenettől...ilyen létezik?Mit tegyek ha továbbra zaklat?...természetesen nem kapcsolom le.Válaszát köszönöm!","Kedves Kérdező!
Ha a szomszéd zaklatja tovább a birtokában akkor birtok védelmet tud Ön kérni a jegyzőtől.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
közjegyző előtt tett lemondó nyilatkozat,"Tisztelt jogi csapat!A gyermektartás ""kedvezményezettje"", vagy jelen esetben az anya, közjegyző előtt tett nyilatkozata sem elegendő a bírói határozat hatályon kívül helyezéséhez?Üdvözlettel,Mátyás","Kedves Kérdező!
Sajnos nem lehet.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Névváltoztatás,"A lányom nem a vér szerinti édesapja nevére került amikor megszületett, most viszont szeretné a nevére venni. Megcsináltattuk az apasági tesztet is ami igazolja hogy az övé a gyermek. A volt párom aki a nevére vette viszont nem akar beleegyezni. A kislánnyal egyébként nem tartja a kapcsolatot, havonta egyszer  elviszi néhány órára, egy éves kora óta egyedül nevelem, gyerektartást nem fizet mégis az apjának vallja magát. Mi a teendő ilyenkor?","Kedves Kérdező!
Meg kell támadni az apaság vélelmet, ami a ptk 4:107. § szabályoz.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Közjegyző előtti lemondó nyilatkozat a gyermektartásról,"Kedves Prokator-net,A kedvezményezett által közjegyző előtt aláírt lemondó nyilatkozat sem elegendő a gyermektartási díj további mentességéhez?Köszönettel,","Kedves Kérdező!
A gyermek nem járulhat hozzá a lemondáshoz, csak kai kapja a tartásdíjat példáúl feleség
A menetét a Ptk 4.211. § szabályozza bíróságnak kell megszüntetnie, bíróság rendeli el és ő szüntetheti meg. Viszont a Ptk írja, hogy mind két szülő köteles a gyermekét tartani.
Enyi információból ennyit tudtam mondani.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Albérlőnk az alattuk lakónak ""mosógép baleset"" -tel kárt okozott. Birtokvédelmi eljárást ki ellen indíthatnak?","A lakásunk albérlője leáztatta az alattuk lakókat, oly módon, hogy a mosógép kifolyóját elfelejtette beakasztani a fürdőkádba. A lakás alatt lakó birtokvédelmi eljárást kezdeményezett ellenünk a tulajdonosok ellen, bár a kár megtérítését felajánlottuk, hiszen a lakásbiztosításunk fedezi. Úgy gondolom nem ellenük kellene birtokvédelemről beszélni, hiszen nem a lakás jókarbantartásának elmulasztása okozta a beázás, hanem egy emberi mulasztás.Köszönöm, előre is válaszát.","Kedves Kérdező!
úgy gondolom, hogy a birtokvédelmi eljárást okot adó körülmény nem ál fen. A balesetet mulasztás okozta plusz egyszer történt és nem folyamatosan. A Ptk 5:5 §-tól szabályozza a birtokvédelmet.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Haszonèlvezet,"A pàrommal 7 ève èlünk egyutt, de nem vagyunk hàzasok. Van egy kozos 3 eves gyerekunk. A paromnak van kèt felnött gyereke is elsö hàzassagabol, de ök màr kulon èlnek abban a lakasban amit a paromtol kaptak. Az lenne a kerdesem, hogy ha a ferjemmel ne adj isten barmi tortenne, pl halaleset, akkor en maradhatnek e a gyermekkel a hazban, mig nagykoru lesz? Vagy elkell hagynom a hazat a kislanyommal? A masik ket testver követelheti? , mert ok is örökösök, nem csak az en lanyom. Sajnos sajat ingatlanom nincsen, igy nem tudnèk hova menni a lanyommak ilyen esetben.","Kedves Kérdező!
Sajnos el kéne valószínűleg költözni mivel önök sajnos nem házasok és a Ptk  7:58. § holtig tartó haszonélvezetet biztosít a házastársnak. Az élettársával jó lenne egy szerződést kötni, ami a haszonélvezetre vonatkozik így lenne az ingatlanon haszonélvezeti joga.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Jogszerinti öröklés,"Nagymamámnak két lánya volt az egyik lánya meghalt . A másik lánya vele lakik, aki őt gondozza.Nem beteg állandó gyógyszerei vannak.Ellátni az öreksége miatt nem tudja saját magát. 94 éves.A lánya főz,takarít, gondozza. A nagymama menni járókerettel tud, de azt se mindig, pelenkázni kell. Így állandó felügyeletet igényel.Nem kötöttek semmilyen szerződést.Jeleneleg már nem köthetnek, mert olyan mértékű szenilitás áll fenn, hogy már a gondozást kell intézni a gyámhatóságnál.A kérdésem az lenne,hogy törvény szerint a nagymama meghalt lánya gyermekei örökölnek-e a nagymama után.A nagymamának egy öreg családi házban 50%-os tulajdonrésze van. Abban az esetben,ha egyenesági unokák is örökölnek, akkor van-e lehetőség arra, hogy ki legyenek zárva. Pontosabban az egyik unoka már tervezi mit csinál ha meghal a nagymama én pedig szeretnék lemondani részemről. Van-e módja annak, hogy a nagymamának csak az a lánya örököljön, aki évek óta gondozza őt.Előre is köszönöm válaszát.Kiss Attila","Kedves Kérdező!
Ha végintézkedés nincs akkor törvényes öröklés következik.
A nagymama lánya lesz így egyedüli örökös, ha ő kiesne akkor örökölnének a gyermekei fejenként 50% százalékot. A lánya fog örökölni a Ptk 7:55. §-tól írja le jól az leszármazó öröklését.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Önkormányzat ellen indítható e felszámolási eljárás ha nem fizeti ki a tartozását?,"Vállalkozásunkat egy közbeszerzési eljárás során elnyert és elvégzett /műszaki átadáson kifogás nélkül átvett/ munka utolsó részletét, több felszólítás ellenére/23 millió Ft/ másfél éve nem fizeti ki egy kistelepülési önkormányzat. Indíthatunk e felszámolási eljárást az önkormányzat ellen?","Kedves Kérdező!
Sajnos nem mivel az önkormányzat költségvetési szerv és a felszámolás hatálya csak2. §(1) E törvény hatálya a gazdálkodó szervezetekre és ezek hitelezőire terjed ki.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Telephellyel kapcsolatos probléma,"Üdv! A lakhelyemen, egy kis faluban üzemel egy fatelep. A fatelep tulajdonosa vett egy régi lakóházat a szomszédságunkban, és azt most fatelepnek kívánja használni. Emiatt a teherautó forgalom megnőtt abban a kis utcában, illetve nagy zajjal jár maga a favágás is. Ezzel kapcsolatban a lakók, vagy én magam mit tudok tenni, hogy ez megszűnjön?","Kedves Kérdező!
A tulajdonos szabadon használhatja a tulajdonát viszont, ha például este dolgoznak és a faluban este csendrendelet van akkor birtok védelemét lehet kérni ellene. Érdemes a jegyző véleményét is ki kérni az esetben.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Végrehajtó mit vihet el,"Az lenne a kérdésem hogy mit vihet el a végrehajtó?Ha van egy 300 ezer forintos tartozásom (telekom) és semmi jövedelmem nincs a családin meg a gyesen kívül(ami postán jön), nincs semmi a nevemen, mamám házában lakunk, több tulajdonos van, (én nem vagyok tulajdonos csak ide vagyok bejelentve), és bejelentett munkám jelenleg nincs, számlám sincs, akkor mit vihet el a végrehajtó, vagy mit tudnak ezzel kezdeni? Nincs gépjárművem, vagyontárgyam, semmi ingóság, se ingatlan nincs a nevemen.Szándékomban áll kifizetni persze a tartozástcsak jelenleg nem tudom elkezdeni.Van két tv ami apukámé, számla is van de nem névreszóló. Nincs rajta apukám neve.Az egyik a mi szobánkban van, a másik a mamám szobájában. Hogyan bizonyítsam hogy nem az enyém?Írtam a végrehajtást kérő követeléskezelőnek is, de nem tudom hogy ők adnak e még lehetőséget részletfizetésre hosszabb időre mint a végrehajtó.A válaszát előre is köszönöm!","Kedves Kérdező!
A fő szabály, hogy lefoglalni az adós birtokában, őrizetében levő vagy olyan ingóságot lehet, amelyről valószínűsíthető, hogy az adós tulajdonában van. Nem lehet lefoglalni az adós birtokában, őrizetében levő vagyontárgyat, ha a rajta levő jelből vagy más körülményből minden bizonyítás nélkül kétségtelenül megállapítható, hogy az nincs az adós tulajdonában.
Üdvözlettel:
a PROKATOR-NET jogi csapata
Tájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal"
Díjfizetés minden megkezdett órára,"Üdvözletem!
Széles körben elterjedt, hogy egyes szolgáltatások esetén (pl. parkolóházakban, minden megkezdett óráért kell fizetni. Miért nem tartozik ez a pénzkereset törvénytelen formái közé (jogalap nélküli gazdagodás), hiszen  - korábbi távozás esetén - igénybe nem vett szolgáltatásért is fizetni kell?
Köszönettel: Kuhn Richard","Kedves Kérdező!
A parkoló házak például szolgáltatás azzal, hogy bemész és kiírják, hogy minden megkezdet órát fizetni kell elfogadod a felhasználói feltételét, a bemenetel.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Új építésű ház,"Üdvözletem!Adott egy új építésű CSOKos téglaház.A kőműves megcsinálta a főfalakat, aztán a válaszfalakat.Az összes falon van hiba.Szinte egyik fal sem egyenes, lyukak vannak a falban, van olyan válaszfal ami kb. 2 centivel arrébb van mint kellene, illetve a válaszfalak nincsenek bekötve a főfalakba, pedig a műszaki leírásban egyértelműen le van írva hogy be kell kötni őket.Természetesen e-napló vezetve van, minden hivatalos.A műszaki ellenőr pedig átvette, majd közölte, hogy nem olyan vészes.Kötelezhető -e a kőműves az okozott kár és plusz költségek kifizetésére?Kérhető -e kártérítés amiatt, hogy ilyennek kell maradnia a falaknak, mert nem lehet visszabontani mivel tető van már rajta?Illetve ha a kőműves fel fogja ajánlani, hogy kijavítja amit lehet akkor el kell -e fogadni ha a tulaj nem szeretné már visszaengedni dolgozni a házba vagy megcsináltathatja massal és kifizeti ez a kőműves?Válaszukat előre is köszönöm!","Kedves Kérdező!
A vállalkozó hibásan teljesített a Ptk 6:159. § alapján lehet kényszeríteni a kivitelezőt dolog kijavítására vagy kicserélésére mert a vállalkozási szerződést a kivitelező nem megfelelően teljesítette a vállalkozó hibásan teljesített. Ha nem teljesít tovább a vállalkozó akkor ügyvédhez kell fordulni. A b pont rendelkezik róla mikor lehet mással kijavítani a dolgot. Először az a pontot kell kérni, ha nem vállalja akkor jöhet a b pont.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Társasházi parkolóhelyem felújítása kinek a hatásköre?,"Tisztelt Jogikérdések!
Társasházunkban mindenkinek jár egy parkolóhely a lakásához, ami ki van jelölve az adott lakáshoz, azonban a közös tulajdon részét képezi.
Az en parkolóhelyem mellett áll egy hatalmas fa, aminek a gyökere elkezdte felnyomni a térkövet, ezáltal rendszeresen leér az autóm alja ki-/beálláskor. Nem szeretném, ha az autómban ez kárt okozna. Mit tehetek?","Kedves Kérdező!
Mivel közös tulajdonban van a parkoló emiatt a közgyűléskék kell döntenie hisz a társasház a tulajdonos és csak a tulajdonost illeti meg a dolog kizárólagos használata, amit a Ptk 5.13 § le is ír.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Unokahugom, egyedülálló , szülei, testvére meghaltak. Rokonokon kívül nincs senkije. Ki örököl utána ?",,"Kedves Kérdező!
Ha tényleg nincs senkije akkor valószínűleg Ön örököl, ha nincs végintézkedés öröklési szerződés sem. A Ptk 7:55 jól leírja az öröklési rendet ez a törvényes öröklésre vonatkozik.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Jogorvoslat érettségivel nem rendelkező köztisztviselő jogszabályba ütköző szerződése ügyében,"Hol és hogyan lehet bejelenteni, ha semmis közszolgálati tisztségviselői munkaszerződés köttetett egy érettségeivel nem rendelkező munkavállaló és egy települési önkormányzat között? A jegyzőnek a jogsértésrők minden bizonnyal tudomása volt. Őt ki lehet kerülni? A bejelentőnek kell-e bármilyen bizonyítékkal szolgálnia?Válaszukat köszönöm!","Kedves Kérdező!
Semmis szerződésre az hivatkozhat, akinek jogi érdeke fűződik vagy akit a törvény feljogosít   a Ptk 6:88. § (3) alapján. Polgárjog alapján. munkajogban pedig Mt27. §(1)*Semmis az a megállapodás, amely munkaviszonyra vonatkozó szabályba ütközik, vagy munkaviszonyra vonatkozó szabály megkerülésével jött létre vagy nyilvánvalóan a jóerkölcsbe ütközik.
(2) A színlelt megállapodás semmis, ha pedig más megállapodást leplez, azt a leplezett megállapodás alapján kell megítélni.
(3) A semmis megállapodás érvénytelen, kivéve, ha ahhoz a rendelkezést megállapító munkaviszonyra vonatkozó szabály más jogkövetkezményt fűz. A semmisségre az érdekelt határidő nélkül hivatkozhat, a megállapodás semmisségét a bíróság hivatalból észleli.
Álláspontom hogy a munkaszerződést meg kell támadni az Mt28. §*(1) A megállapodás megtámadható, ha annak megkötésekor a fél valamely lényeges körülmény tekintetében tévedésben volt, feltéve, ha tévedését a másik fél okozta vagy felismerhette. A megállapodást bármelyik fél megtámadhatja, ha a szerződéskötéskor lényeges körülményben ugyanabban a téves feltevésben voltak. Lényeges körülményre vonatkozik a tévedés akkor, ha annak ismeretében a fél nem vagy más tartalommal kötötte volna meg a szerződést.
(2) Nem támadhatja meg a szerződést az, aki a tévedését felismerhette vagy a tévedés kockázatát vállalta.
(3) A megtévesztés hatására kötött megállapodást megtámadhatja, akit a másik fél szándékos magatartásával tévedésbe ejt vagy tévedésben tart.
(4) A megállapodást megtámadhatja, akit a másik fél jogellenes fenyegetéssel vett rá a megállapodás megkötésére.
(5) A (3) és a (4) bekezdésben foglalt szabályokat kell alkalmazni, ha a megtévesztés vagy jogellenes fenyegetés harmadik személy részéről történt és erről a másik fél tudott vagy tudnia kellett.
(6) A fél titkos fenntartása vagy rejtett indoka a megállapodás érvényességét nem érinti.
(7) A megtámadás határideje harminc nap, amely a tévedés felismerésétől vagy a jogellenes fenyegetés megszűnésétől kezdődik. A megtámadási határidőre az elévülés szabályai megfelelően irányadók azzal, hogy hat hónap elteltével a megtámadás joga nem gyakorolható.
(8) A megtámadásra irányuló jognyilatkozatot a (7) bekezdésben meghatározott határidőn belül írásban kell a másik féllel közölni.
(9) A sikeresen megtámadott megállapodás érvénytelen.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Aláírási jog,"Üdvözlöm!Kérdésem az lenne, hogy van egy férfi akinek van egy cége. Egy másik cég kényszertörlési eljárás miatt eltitott személy lett, így a saját cége élére egy hölgyet rakott mint ügyvezető.A felmondási papírjaimat mégis a férfi írta alá. Ez szabályos? A Kft-ben tagként szerepel (amit látoki a cégjegyzékben), de nem tudom ezt azt jelenti-e hogy továbbra is aláírhat mindent? Azért is fontos, mert olyan papírt iratott velem alá, amit nem akartam, így szeretném a másik oldalról megpróbálni, hogy semmisnek tekinthető e az ő aláírásával.Köszönöm válaszát!","Kedves Kérdező!
Nehéz megítélni, ezeket a tevékenységeket nem gyakorolhatja.
Az (1) bekezdés szerinti személynem szerezhet gazdasági társaságban többségi befolyást, nem válhat gazdasági társaság korlátlanul felelőstagjává, egyéni cég tagjává, továbbá nem lehet cég vezető tisztségviselője (képviselője).
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
